Name	taxID	speciesTaxID	assembly_level	seq_rel_date	asm_name	FileName	DownLoadDate	NumberTotalContigs	NumberKeptContigs	NumberRemovedContigs
Klebsiella pneumoniae strain_Kp_Goe_149473	573	573	COMPLETE	2016/12/19	ASM190859v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_149473_ASM190859v1.fna.gz	2019-05-20T17:42:31.721914+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_Kp_Goe_827024	573	573	COMPLETE	2016/12/19	ASM190862v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_827024_ASM190862v1.fna.gz	2019-05-20T17:42:35.374417+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_Kp_Goe_827026	573	573	COMPLETE	2016/12/19	ASM190865v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_827026_ASM190865v1.fna.gz	2019-05-20T17:42:38.834946+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_Kp_Goe_152021	573	573	COMPLETE	2016/12/19	ASM190867v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_152021_ASM190867v1.fna.gz	2019-05-20T17:42:42.304177+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KP_Goe_828304	573	573	COMPLETE	2016/12/19	ASM190869v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KP_Goe_828304_ASM190869v1.fna.gz	2019-05-20T17:42:45.890750+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_CAV1217	573	573	COMPLETE	2016/12/19	ASM190871v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_CAV1217_ASM190871v1.fna.gz	2019-05-20T17:42:49.221962+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_Kp_Goe_149832	573	573	COMPLETE	2016/12/19	ASM190887v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_149832_ASM190887v1.fna.gz	2019-05-20T17:42:52.073006+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_Kp_Goe_821588	573	573	COMPLETE	2016/12/19	ASM190889v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_821588_ASM190889v1.fna.gz	2019-05-20T17:42:54.674412+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_Kp_Goe_121641	573	573	COMPLETE	2016/12/21	ASM191317v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_Kp_Goe_121641_ASM191317v1.fna.gz	2019-05-20T17:42:57.245600+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0049	573	573	COMPLETE	2016/12/27	ASM192246v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0049_ASM192246v1.fna.gz	2019-05-20T17:43:00.199148+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_ATCC 35657	573	573	COMPLETE	2017/01/05	ASM193603v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_ATCC 35657_ASM193603v1.fna.gz	2019-05-20T17:43:02.944689+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_GN-2	573	573	COMPLETE	2018/02/27	ASM193988v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_GN-2_ASM193988v2.fna.gz	2019-05-20T17:43:05.510001+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_1756	573	573	COMPLETE	2017/01/17	ASM195283v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_1756_ASM195283v1.fna.gz	2019-05-20T17:43:08.193274+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_CN1	573	573	COMPLETE	2017/01/17	ASM195287v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_CN1_ASM195287v1.fna.gz	2019-05-20T17:43:10.721738+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_NY9	573	573	COMPLETE	2017/01/17	ASM195289v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_NY9_ASM195289v1.fna.gz	2019-05-20T17:43:13.416293+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_CR14	573	573	COMPLETE	2017/01/17	ASM195291v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_CR14_ASM195291v1.fna.gz	2019-05-20T17:43:16.139524+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_825795-1	573	573	COMPLETE	2017/01/19	ASM195696v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_825795-1_ASM195696v1.fna.gz	2019-05-20T17:43:19.315825+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KP38731	573	573	COMPLETE	2017/03/02	ASM200907v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KP38731_ASM200907v1.fna.gz	2019-05-20T17:43:22.461352+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0117	573	573	COMPLETE	2017/03/21	ASM205576v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0117_ASM205576v1.fna.gz	2019-05-20T17:43:25.976050+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0068	573	573	COMPLETE	2017/03/21	ASM205585v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0068_ASM205585v1.fna.gz	2019-05-20T17:43:29.375008+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0115	573	573	COMPLETE	2017/03/21	ASM205638v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0115_ASM205638v1.fna.gz	2019-05-20T17:43:32.786100+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0098	573	573	COMPLETE	2017/03/21	ASM205647v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0098_ASM205647v1.fna.gz	2019-05-20T17:43:36.169567+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_K66-45	573	573	COMPLETE	2017/04/27	ASM211386v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_K66-45_ASM211386v1.fna.gz	2019-05-20T17:43:39.555198+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_kp757	573	573	COMPLETE	2017/05/02	ASM211688v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_kp757_ASM211688v1.fna.gz	2019-05-20T17:43:42.824930+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_BK13043	573	573	COMPLETE	2017/05/23	ASM215672v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_BK13043_ASM215672v1.fna.gz	2019-05-20T17:43:46.197516+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KPN1482	573	573	COMPLETE	2017/05/23	ASM215674v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KPN1482_ASM215674v1.fna.gz	2019-05-20T17:43:49.766350+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KPN528	573	573	COMPLETE	2017/05/23	ASM215678v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KPN528_ASM215678v1.fna.gz	2019-05-20T17:43:53.326029+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae subsp. pneumoniae strain_RJA166	72407	573	COMPLETE	2017/06/02	ASM216389v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae subsp. pneumoniae strain_RJA166_ASM216389v1.fna.gz	2019-05-20T17:43:56.835263+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP2	573	573	COMPLETE	2018/06/12	ASM216483v3	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP2_ASM216483v3.fna.gz	2019-05-20T17:44:00.271039+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP3	573	573	COMPLETE	2018/08/27	ASM216485v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP3_ASM216485v2.fna.gz	2019-05-20T17:44:03.708491+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0047	573	573	COMPLETE	2017/06/08	ASM218007v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0047_ASM218007v1.fna.gz	2019-05-20T17:44:07.273102+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0112	573	573	COMPLETE	2017/06/08	ASM218015v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0112_ASM218015v1.fna.gz	2019-05-20T17:44:10.686488+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0146	573	573	COMPLETE	2017/06/08	ASM218017v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0146_ASM218017v1.fna.gz	2019-05-20T17:44:14.094893+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0158	573	573	COMPLETE	2017/06/08	ASM218025v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0158_ASM218025v1.fna.gz	2019-05-20T17:44:17.585447+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0129	573	573	COMPLETE	2017/06/08	ASM218029v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0129_ASM218029v1.fna.gz	2019-05-20T17:44:21.110115+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0143	573	573	COMPLETE	2017/06/08	ASM218031v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0143_ASM218031v1.fna.gz	2019-05-20T17:44:24.623318+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0126	573	573	COMPLETE	2017/06/13	ASM219231v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0126_ASM219231v1.fna.gz	2019-05-20T17:44:27.542624+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0113	573	573	COMPLETE	2017/06/13	ASM219233v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0113_ASM219233v1.fna.gz	2019-05-20T17:44:30.516695+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0138	573	573	COMPLETE	2017/06/13	ASM219237v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0138_ASM219237v1.fna.gz	2019-05-20T17:44:33.363674+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0120	573	573	COMPLETE	2017/06/16	ASM219722v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0120_ASM219722v1.fna.gz	2019-05-20T17:44:36.344294+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0125	573	573	COMPLETE	2017/06/16	ASM219750v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0125_ASM219750v1.fna.gz	2019-05-20T17:44:39.052439+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0139	573	573	COMPLETE	2017/06/20	ASM220219v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0139_ASM220219v1.fna.gz	2019-05-20T17:44:41.871224+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0145	573	573	COMPLETE	2017/06/20	ASM220221v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0145_ASM220221v1.fna.gz	2019-05-20T17:44:44.497973+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0152	573	573	COMPLETE	2017/06/20	ASM220223v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0152_ASM220223v1.fna.gz	2019-05-20T17:44:47.163585+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0148	573	573	COMPLETE	2017/06/20	ASM220225v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0148_ASM220225v1.fna.gz	2019-05-20T17:44:49.803237+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AR_0107	573	573	COMPLETE	2017/06/20	ASM220227v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AR_0107_ASM220227v1.fna.gz	2019-05-20T17:44:52.609223+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_19051	573	573	COMPLETE	2017/06/27	ASM220940v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_19051_ASM220940v1.fna.gz	2019-05-20T17:44:55.111495+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_MLST-15	573	573	COMPLETE	2017/06/30	ASM221190v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_MLST-15_ASM221190v1.fna.gz	2019-05-20T17:44:57.848435+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_BIC-1	573	573	COMPLETE	2017/08/08	ASM224344v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_BIC-1_ASM224344v1.fna.gz	2019-05-20T17:45:00.438158+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae subsp. pneumoniae strain_AUSMDU00008079	72407	573	COMPLETE	2017/08/14	ASM224997v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae subsp. pneumoniae strain_AUSMDU00008079_ASM224997v1.fna.gz	2019-05-20T17:45:03.009648+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP2080	573	573	COMPLETE	2019/02/28	ASM225776v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP2080_ASM225776v2.fna.gz	2019-05-20T17:45:05.683600+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP13F2	573	573	COMPLETE	2018/05/02	ASM225793v3	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP13F2_ASM225793v3.fna.gz	2019-05-20T17:45:08.277202+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP7E2	573	573	COMPLETE	2018/04/18	ASM225805v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP7E2_ASM225805v2.fna.gz	2019-05-20T17:45:10.876092+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP8F4	573	573	COMPLETE	2018/03/19	ASM225814v3	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP8F4_ASM225814v3.fna.gz	2019-05-20T17:45:13.393029+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_911021	573	573	COMPLETE	2017/08/24	ASM226929v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_911021_ASM226929v1.fna.gz	2019-05-20T17:45:15.911729+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_721005	573	573	COMPLETE	2017/08/30	ASM227805v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_721005_ASM227805v1.fna.gz	2019-05-20T17:45:18.601989+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_VBA2172	573	573	COMPLETE	2019/02/28	ASM230067v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_VBA2172_ASM230067v2.fna.gz	2019-05-20T17:45:21.582693+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_FDAARGOS_444	573	573	COMPLETE	2017/10/18	ASM258716v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_FDAARGOS_444_ASM258716v1.fna.gz	2019-05-20T17:45:24.524795+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_FDAARGOS_446	573	573	COMPLETE	2017/10/18	ASM258788v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_FDAARGOS_446_ASM258788v1.fna.gz	2019-05-20T17:45:27.138784+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_FDAARGOS_439	573	573	COMPLETE	2017/10/18	ASM259107v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_FDAARGOS_439_ASM259107v1.fna.gz	2019-05-20T17:45:29.906903+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_BA33875	573	573	COMPLETE	2019/01/22	ASM274095v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_BA33875_ASM274095v2.fna.gz	2019-05-20T17:45:32.532368+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae 	573	573	COMPLETE	2017/11/02	ASM274168v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae _ASM274168v1.fna.gz	2019-05-20T17:45:35.138084+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF249	573	573	COMPLETE	2017/11/06	ASM275277v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF249_ASM275277v1.fna.gz	2019-05-20T17:45:37.957967+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF322	573	573	COMPLETE	2017/11/06	ASM275281v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF322_ASM275281v1.fna.gz	2019-05-20T17:45:40.621749+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KSB1_7E	573	573	COMPLETE	2017/11/06	ASM275290v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KSB1_7E_ASM275290v1.fna.gz	2019-05-20T17:45:43.119905+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_QS17-0161	573	573	COMPLETE	2017/11/06	ASM275295v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_QS17-0161_ASM275295v1.fna.gz	2019-05-20T17:45:45.767098+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF278	573	573	COMPLETE	2017/11/06	ASM275297v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF278_ASM275297v1.fna.gz	2019-05-20T17:45:48.363657+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF042	573	573	COMPLETE	2017/11/06	ASM275299v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF042_ASM275299v1.fna.gz	2019-05-20T17:45:51.265790+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KSB2_1B	573	573	COMPLETE	2017/11/06	ASM275301v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KSB2_1B_ASM275301v1.fna.gz	2019-05-20T17:45:54.035867+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KSB1_10J	573	573	COMPLETE	2017/11/06	ASM275303v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KSB1_10J_ASM275303v1.fna.gz	2019-05-20T17:45:56.676546+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF158	573	573	COMPLETE	2017/11/06	ASM275305v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF158_ASM275305v1.fna.gz	2019-05-20T17:45:59.336262+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF157	573	573	COMPLETE	2017/11/06	ASM275307v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF157_ASM275307v1.fna.gz	2019-05-20T17:46:02.872509+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KSB1_9D	573	573	COMPLETE	2017/11/06	ASM275316v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KSB1_9D_ASM275316v1.fna.gz	2019-05-20T17:46:06.328913+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF059	573	573	COMPLETE	2017/11/06	ASM275335v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF059_ASM275335v1.fna.gz	2019-05-20T17:46:09.896170+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KSB1_7J	573	573	COMPLETE	2017/11/06	ASM275337v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KSB1_7J_ASM275337v1.fna.gz	2019-05-20T17:46:13.234548+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF163	573	573	COMPLETE	2017/11/06	ASM275340v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF163_ASM275340v1.fna.gz	2019-05-20T17:46:16.931221+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF164	573	573	COMPLETE	2017/11/06	ASM275355v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF164_ASM275355v1.fna.gz	2019-05-20T17:46:20.383449+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_INF274	573	573	COMPLETE	2017/11/06	ASM275360v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_INF274_ASM275360v1.fna.gz	2019-05-20T17:46:23.769919+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_KSB1_4E	573	573	COMPLETE	2017/11/06	ASM275483v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_KSB1_4E_ASM275483v1.fna.gz	2019-05-20T17:46:27.138382+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_P1428	573	573	COMPLETE	2017/11/07	ASM276131v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_P1428_ASM276131v1.fna.gz	2019-05-20T17:46:30.456156+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae subsp. pneumoniae strain_H11	72407	573	COMPLETE	2017/11/07	ASM276151v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae subsp. pneumoniae strain_H11_ASM276151v1.fna.gz	2019-05-20T17:46:33.175810+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_CRKP-1215	573	573	COMPLETE	2017/11/20	ASM278675v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_CRKP-1215_ASM278675v1.fna.gz	2019-05-20T17:46:35.829599+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_CRKP-2297	573	573	COMPLETE	2017/11/20	ASM278775v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_CRKP-2297_ASM278775v1.fna.gz	2019-05-20T17:46:38.592304+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP020037	573	573	COMPLETE	2019/03/05	ASM281130v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP020037_ASM281130v2.fna.gz	2019-05-20T17:46:41.361442+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_WCHKP36	573	573	COMPLETE	2018/04/17	ASM281132v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_WCHKP36_ASM281132v2.fna.gz	2019-05-20T17:46:43.989364+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae 	573	573	COMPLETE	2018/06/14	ASM281133v4	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae _ASM281133v4.fna.gz	2019-05-20T17:46:46.779786+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AUSMDU00003562	573	573	COMPLETE	2017/12/06	ASM281236v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AUSMDU00003562_ASM281236v1.fna.gz	2019-05-20T17:46:49.399474+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_AUSMDU00008119	573	573	COMPLETE	2017/12/06	ASM281238v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_AUSMDU00008119_ASM281238v1.fna.gz	2019-05-20T17:46:51.970604+02:00[Europe/Berlin]	0	0	0
Klebsiella pneumoniae strain_NU-CRE047	573	573	COMPLETE	2017/12/06	ASM281266v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Klebsiella pneumoniae strain_NU-CRE047_ASM281266v1.fna.gz	2019-05-20T17:46:54.586277+02:00[Europe/Berlin]	0	0	0
